"Brand","Pricing","Photo","Model","Engine","Power","Torque_lb_ft","Gearbox","Drivetrain","Seats","Doors","Weight_lbs","Length","Width","Height","Fuel","Consumption_city","Consumption_highway","Body","Equipment","Dynamics","Off-road capabilities","Safety","Sport character","Price","Punkty_miasto","Punkty_trasa","Punkty_rodzinny","Punkty_uniwersalny","Efficiency","Result"
"Honda",31670,"https://www.ccarprice.com/products/Honda_Accord_Hybrid_Sport-L_2023.jpg","Accord Hybrid Sport-L 2023","2.0L Inline-4 Hybrid",204,247,"CVT","front",5,4,3375,196.1,73.3,57.1,"Hybrid",44,41,"Sedan",5.9,4.8,3.6,5.2,2.9,8.5,6.2,9.3,5.5,9.6,6.6,0
"Honda",28000,"https://www.ccarprice.com/products/Honda_Accord_Sedan_2023.jpg","Accord Sedan 2023","1.5L Turbo Inline-4 Gas",192,260,"CVT","front",5,4,3150,196.1,73.3,57.1,"Petrol",30,38,"Sedan",5.9,5.1,2.2,5.2,2.9,8.7,5.5,9.4,5.5,9.3,5.3,0
"Honda",25000,"https://www.ccarprice.com/products/Honda_ZRV_2023.jpg","ZR-V 2023","2.0L Inline-4",158,138,"CVT","front",5,4,NA,179.8,72.4,63.4,"Petrol",26,32,"SUV",5.9,2.3,4.1,4.5,2,8.8,4.6,5.7,5.8,7.4,4.6,0
"Honda",27800,"https://www.ccarprice.com/products/Honda_HR-V_VTi-S_2022.jpg","HR-V VTi-S 2022","2.0L Inline-4 Gas",119,107,"CVT","front",5,4,2787,174,72,64,"Petrol",13,15,"SUV",6.6,2.5,6,4.7,2.2,8.7,4.1,6.4,5.8,7.4,2.2,0
"Honda",26900,"https://www.ccarprice.com/products/Honda_HR-V_VTi_2022.jpg","HR-V VTi 2022","2.0L Inline-4 Gas",119,107,"CVT","front",5,4,2787,174,72,64,"Petrol",13,15,"SUV",6.2,2.5,6,4.7,2.2,8.7,4.1,6.4,5.8,7.4,2.2,0
"Honda",25440,"https://www.ccarprice.com/products/Honda_Civic_Sport_2023.jpg","Civic Sport 2023","2.0L Inline-4 Gas",158,138,"CVT","front",5,4,2984,179,70.9,55.7,"Petrol",29,37,"Hatchback",6.9,3.2,4.8,5.8,2.8,8.8,7,7.1,3.3,7.9,5.2,0
"Honda",29990,"https://www.ccarprice.com/products/Honda_CR_V_LX_2023.jpg","CR-V LX 2023","1.5L Turbo Inline-4 Gas",190,179,"CVT","front",5,4,3337,182.1,73,66.1,"Petrol",28,34,"SUV",6.2,3.9,5.6,6,2.4,8.6,4.6,7.9,5.9,8.4,4.9,0
"Honda",65000,"https://www.ccarprice.com/products/Honda_Clarity_Fuel_Cell_2023.jpg","Clarity Fuel Cell 2023","Electric",174,221,"Automatic","front",5,4,4134,192.7,73.9,58.2,"Electric",70,0,"Sedan",6.2,3.9,2.2,5.5,1.9,6.8,7.4,4.6,5.5,7.9,5,0
"Honda",46230,"https://www.ccarprice.com/products/Honda_Ridgeline_Black_Edition_2023.jpg","Ridgeline Black Edition 2023","3.5L V6 Gas",280,262,"Automatic","all",5,4,4510,210.2,78.6,70.8,"Petrol",18,24,"SUV",6.6,5.1,5.6,6.9,5.2,7.7,3.7,8.1,6.5,8.4,3.3,0
"Honda",33760,"https://www.ccarprice.com/products/Honda_CR-V_EX-L_2023.jpg","CR-V EX-L 2023","1.5-liter Turbo Inline-4 Gas",190,179,"CVT","front",5,4,3525,184.8,73.5,66.2,"Petrol",28,34,"SUV",6.6,3.8,4.1,6.1,2.4,8.4,4.6,7.9,5.9,8.4,4.9,0
"Honda",31070,"https://www.ccarprice.com/products/Honda_Accord_Sport_SE_1_5T_2023.jpg","Accord Sport SE 1.5T 2023","1.5L Turbo Inline-4 Gas",192,192,"CVT","front",5,4,3230,196.1,73.3,57.1,"Petrol",29,35,"Sedan",5.9,4.1,3.6,5.2,2.8,8.5,5.4,9.3,5.5,9.2,5,0
"Honda",33950,"https://www.ccarprice.com/products/Honda_CR_V_Hybrid_Sport_Touring_2023_1.jpg","CR-V Hybrid Sport Touring 2023","2.0L Inline-4 Hybrid",204,247,"CVT","all",5,4,NA,NA,NA,NA,"Hybrid",35,40,"SUV",8.1,4,5.6,3.7,3.5,8.4,3.1,6.1,4.2,6.2,5.9,0
"Honda",32450,"https://www.ccarprice.com/products/Honda_CR-V_Hybrid_Sport_2023.jpg","CR-V Hybrid Sport 2023","2.0L Inline-4 Hybrid",204,247,"CVT","all",5,4,NA,NA,NA,NA,"Hybrid",35,40,"SUV",8.1,4,5.6,3.7,3.5,8.4,3.1,6.1,4.2,6.2,5.9,0
"Honda",40000,"https://www.ccarprice.com/products/Honda_Pilot_2023_Specs.jpg","Pilot 2023","3.5L V6 Gas",280,262,"Automatic","all",8,5,4321,196.5,78.6,70.6,"Petrol",19,26,"SUV",6.6,5.2,5.6,6.7,5.2,8.1,3.8,8.2,7.2,8.8,3.6,0
"Honda",36830,"https://www.ccarprice.com/products/Honda_Pilot_2022.jpg","Pilot Sport 2022","3.5L V6 Gas",280,262,"Automatic","front",8,5,4030,196.5,78.6,70.6,"Petrol",20,27,"SUV",7.8,5.4,4.1,7.3,3.9,8.2,3.9,8.2,7.2,8.8,3.8,0
"Honda",37870,"https://www.ccarprice.com/products/Honda_Passport_2023.jpg","Passport 2023","3.5-liter V6 Gas",280,262,"Automatic","all",5,4,4262,189.1,78.6,72.2,"Petrol",19,24,"SUV",5.6,5.3,5.6,5.7,5.3,8.2,3.9,8.1,6.3,8.4,3.4,0
"Honda",32790,"https://www.ccarprice.com/products/Honda_Passport_2022.jpg","Passport Sport 2022","3.5-liter V6 Gas",280,262,"Automatic","front",5,4,3955,190.5,78.6,71.6,"Petrol",20,25,"SUV",5.3,5.5,4.1,5.3,2.6,8.4,3.9,8.1,6.3,8.4,3.5,0
"Honda",31610,"https://www.ccarprice.com/products/Honda_CR-V_Hybrid_2022.jpg","CR-V Hybrid 2022","2.0L Inline-4 Hybrid",212,129,"CVT","all",5,4,3708,182.1,73,66.5,"Hybrid",40,35,"SUV",6.6,3.3,5.6,6,3.8,8.5,5.2,7.9,5.9,8.6,5.8,0
"Honda",41210,"https://www.ccarprice.com/products/Honda_Odyssey_Sport_2023.jpg","Odyssey Sport 2023","3.5-liter V6 Gas",280,262,"Automatic","front",8,5,4535,205.2,78.5,69.6,"Petrol",19,28,"Van",5.3,5.1,4,6.1,2,8,3.1,9,8,9.2,3.7,0
"Honda",37340,"https://www.ccarprice.com/products/Honda_Odyssey_2023.jpg","Odyssey 2023","3.5-liter V6 Gas",280,262,"Automatic","front",8,5,4482,205.2,78.5,69.6,"Petrol",19,28,"Van",5.3,5.2,4,6.1,2,8.2,3.1,9,8,9.2,3.7,0
"Honda",28900,"https://www.ccarprice.com/products/Honda_Insight_2023_1.jpg","Insight 2023","1.5-liter Inline-4 Hybrid",151,99,"CVT","front",5,4,3078,183.6,71.6,55.6,"Hybrid",51,45,"Sedan",5.9,2.7,2.2,4.9,2.7,8.6,6.6,9.2,5.2,9.6,7.4,0
"Honda",25760,"https://www.ccarprice.com/products/Honda_Insight_2022.jpg","Insight EX 2022","1.5-liter Inline-4 Hybrid",151,99,"CVT","front",5,4,3000,183.6,71.6,55.6,"Hybrid",55,49,"Sedan",5.9,2.7,2.2,4.9,2.7,8.8,6.8,9.3,5.2,9.7,8.1,0
"Honda",33250,"https://www.ccarprice.com/products/Honda_Clarity_2023.jpg","Clarity 2023","Hydrogen Fuel Cell",174,221,"Automatic","front",5,4,4134,192.7,73.9,58.2,"Electric",70,0,"Sedan",6.2,3.9,2.2,5.5,1.9,8.4,7.4,4.6,5.5,7.9,5,0
"Honda",28000,"https://www.ccarprice.com/products/Honda_Accord_2023_3.jpg","Accord 2023","1.5L Turbo Inline-4 Gas",192,260,"CVT","front",5,4,3150,196.1,73.3,57.1,"Petrol",30,38,"Sedan",5.9,5.1,2.2,5.2,2.9,8.7,5.5,9.4,5.5,9.3,5.3,0
"Honda",18030,"https://www.ccarprice.com/products/Honda_City_VX_MT_Diesel_2022.jpg","City VX MT Diesel 2022","Water Cooled Inline i-VTEC DOHC with VTC",NA,NA,"Manual","front",5,4,2620,182,70,60,"Diesel",15,21,"Sedan",5.9,0.9,3.9,5.3,2.4,9.2,4.9,9.3,5.3,8.9,2.9,0
"Honda",16150,"https://www.ccarprice.com/products/Honda_City_VX_MT_2022.jpg","City VX MT 2022","Water Cooled Inline i-VTEC DOHC with VTC",NA,NA,"Manual","front",5,4,2620,182,70,60,"Petrol",16,21,"Sedan",5.9,0.9,3.9,5.3,2.4,9.3,4.9,9.3,5.3,8.9,3,0
"Honda",16330,"https://www.ccarprice.com/products/Honda_City_V_MT_Diesel_2022.jpg","City V MT Diesel 2022","Water Cooled Inline i-DTEC DOHC",NA,NA,"Manual","front",5,4,2620,182,70,60,"Diesel",15,21,"Sedan",5.9,0.9,3.9,5.3,2.4,9.3,4.9,9.3,5.3,8.9,2.9,0
"Honda",14340,"https://www.ccarprice.com/products/Honda_City_V_MT_2022.jpg","City V MT 2022","Water Cooled Inline i-VTEC DOHC with VTC",NA,NA,"Manual","front",5,4,2620,182,70,60,"Petrol",15,21,"Sedan",5.9,0.9,3.9,5.3,2.4,9.4,4.9,9.3,5.3,8.9,2.9,0
"Honda",16080,"https://www.ccarprice.com/products/Honda_City_V_CVT_2022.jpg","City V CVT 2022","Water Cooled Inline i-VTEC DOHC with VTC",NA,NA,"Automatic","front",5,4,2620,182,70,60,"Petrol",16,21,"Sedan",7.2,0.9,3.9,6,2.4,9.3,4.9,9.3,5.3,8.9,3,0
"Honda",14330,"https://www.ccarprice.com/products/Honda_City_2022_1.jpg","City 2022","Water Cooled Inline i-DTEC DOHC",NA,NA,"Manual","front",5,4,2620,182,70,60,"Diesel",15,21,"SUV",7.2,0.9,5.8,6,1.9,9.4,4.2,7.9,5.7,8.1,2.9,0
"Honda",31800,"https://www.ccarprice.com/products/Honda_CR-V_2023.jpg","CR-V 2023","1.5L Turbo Inline-4 Gas",190,179,"CVT","all",5,4,NA,182.1,73,66.5,"Petrol",27,32,"SUV",6.6,3,5.6,6,3.4,8.5,4.6,7.8,5.9,8.4,4.7,0
"Honda",28690,"https://www.ccarprice.com/products/Honda_HR-V_EX-L_2WD_2023.jpg","HR-V EX-L 2WD 2023","2.0L Inline-4 Gas",158,138,"CVT","front",5,4,NA,179.8,72.4,63.4,"Petrol",26,32,"SUV",6.2,2.3,4.1,4.8,2,8.6,4.6,7.8,5.8,8.4,4.6,0
"Honda",26890,"https://www.ccarprice.com/products/Honda_HR-V_LX_Sport_2WD_2023.jpg","HR-V Sport 2WD 2023","2.0L Inline-4 Gas",158,138,"CVT","front",5,4,NA,179.8,72.4,63.8,"Petrol",26,32,"SUV",5.9,2.3,4.1,4.6,2,8.7,4.6,5.7,5.8,7.4,4.6,0
"Honda",23650,"https://www.ccarprice.com/products/Honda_HR-V_LX_2WD_2023.jpg","HR-V LX 2WD 2023","2.0L Inline-4 Gas",158,138,"CVT","front",5,4,NA,179.8,72.4,63.4,"Petrol",26,32,"SUV",5.9,2.3,4.1,4.5,2,8.9,4.6,5.7,5.8,7.4,4.6,0
"Honda",23650,"https://www.ccarprice.com/products/Honda_HRV_2023.jpg","HR V 2023","2.0L Inline-4 Gas",158,138,"CVT","front",5,4,NA,179.8,72.4,63.4,"Petrol",26,32,"SUV",5.9,2.3,4.1,4.5,2,8.9,4.6,5.7,5.8,7.4,4.6,0
"Honda",30690,"https://www.ccarprice.com/products/Honda_HR-V_EX-L_AWD_2023.jpg","HR-V EX-L AWD 2023","2.0L Inline-4 Gas",158,138,"CVT","all",5,4,NA,179.8,72.4,63.4,"Petrol",25,30,"SUV",6.2,2.3,5.6,4.8,3.4,8.5,4.6,5.6,5.8,7.3,4.3,0
"Honda",28890,"https://www.ccarprice.com/products/Honda_HR-V_LX_Sport_AWD_2023.jpg","HR-V Sport AWD 2023","2.0L Inline-4 Gas",158,138,"CVT","all",5,4,NA,179.8,72.4,63.8,"Petrol",25,30,"SUV",6.9,2.3,5.6,5.2,3.4,8.6,4.6,5.6,5.8,7.3,4.3,0
"Honda",24850,"https://www.ccarprice.com/products/Honda_HR-V_LX_AWD_2023.jpg","HR-V LX AWD 2023","2.0L Inline-4 Gas",158,138,"CVT","all",5,4,NA,179.8,72.4,63.4,"Petrol",25,30,"SUV",6.6,2.3,5.6,4.8,3.4,8.8,4.6,5.6,5.8,7.3,4.3,0
"Honda",27500,"https://www.ccarprice.com/products/Honda_Civic_Si_Sedan_with_Summer_Tires_2022_Price.jpg","Civic Si Sedan with Summer Tires 2022","1.5L Turbo Inline-4 Gas",200,192,"Manual","front",5,4,2952,184,70.9,55.5,"Petrol",27,37,"Sedan",6.6,4.4,2.2,4.5,2.9,8.7,5.5,9,5.2,9,5.1,0
"Honda",28580,"https://www.ccarprice.com/products/Honda_Accord_Sport_1_5T_CVT_2022.jpg","Accord Sport 1.5T CVT 2022","1.5L Turbo Inline-4 Gas",192,192,"CVT","front",5,4,3223,196.1,73.3,57.1,"Petrol",29,35,"Sedan",6.6,4.1,3.6,5.8,2.8,8.6,5.4,9.3,5.5,9.2,5,0
"Honda",15520,"https://www.ccarprice.com/products/Honda_Fit_Sport_2022.jpg","Fit Sport 2022","1.5L Inline-4 Gas",130,114,"Manual","front",5,4,2553,161.4,67,60,"Petrol",29,36,"Hatchback",6.6,2.8,4.6,5.3,3.1,9.3,7.1,6.8,3.1,7.8,5.1,0
"Honda",18960,"https://www.ccarprice.com/products/Honda_Fit_EX_2022.jpg","Fit EX 2022","1.5L Inline-4 Gas",128,113,"Manual","front",5,4,2644,161.4,67,60,"Petrol",31,36,"Hatchback",6.6,2.8,4.6,5.3,3.1,9.1,7.2,6.8,3.1,7.8,5.2,0
"Honda",44730,"https://www.ccarprice.com/products/Honda_Ridgeline_RTL-E_AWD_2023.jpg","Ridgeline RTL-E 2023","3.5L V6 Gas",280,262,"Automatic","all",5,4,4510,210.2,78.6,70.8,"Petrol",18,24,"SUV",6.6,5.1,5.6,6.9,5.2,7.8,3.7,8.1,6.5,8.4,3.3,0
"Honda",16190,"https://www.ccarprice.com/products/Honda_Fit_LX_2022.jpg","Fit LX 2022","1.5L Inline-4 Gas",130,114,"Manual","front",5,4,2522,161.4,67,60,"Petrol",29,36,"Hatchback",6.6,2.8,4.6,5.3,3.1,9.3,7.1,6.8,3.1,7.8,5.1,0
"Honda",21870,"https://www.ccarprice.com/products/Honda_HR_V_EX_L_2022.jpg","HR V EX L 2022","1.8L Inline-4 Gas",141,127,"CVT","all",5,4,2974,170.9,70.5,63.2,"Petrol",28,34,"SUV",6.6,3,6.9,5.7,3.6,9,4.8,7.8,5.7,8.4,4.9,0
"Honda",41780,"https://www.ccarprice.com/products/Honda_Ridgeline_RTL_2023_1.jpg","Ridgeline RTL 2023","3.5L V6 Gas",280,262,"Automatic","all",5,4,4475,210.2,78.6,70.8,"Petrol",18,24,"SUV",6.6,5.2,5.6,6.9,5.2,8,3.7,8.1,6.5,8.4,3.3,0
"Honda",38800,"https://www.ccarprice.com/products/Honda_Ridgeline_Sport_2023.jpg","Ridgeline Sport 2023","3.5L V6 Gas",280,262,"Automatic","all",5,4,4436,210.2,78.6,70.8,"Petrol",18,24,"SUV",6.6,5.2,5.6,6.9,5.2,8.1,3.7,8.1,6.5,8.4,3.3,0
"Honda",39970,"https://www.ccarprice.com/products/Honda_Passport_EXL_AWD_2022.jpg","Passport EX-L AWD 2022","3.5-liter V6 Gas",280,262,"Automatic","all",5,4,4236,189.1,78.6,72.2,"Petrol",19,24,"SUV",5.6,5.3,5.6,5.7,3.9,8.1,3.9,8.1,6.3,8.4,3.4,0
"Honda",27450,"https://www.ccarprice.com/products/Honda_HR-V_EX-L_2023_1.jpg","HR-V EX-L 2023","2.0L Inline-4 Gas",158,138,"CVT","front",5,4,NA,179.8,72.4,63.4,"Petrol",26,32,"SUV",6.2,2.3,4.1,4.8,2,8.7,4.6,7.8,5.8,8.4,4.6,0
"Honda",32350,"https://www.ccarprice.com/products/Honda_CR-V_EX_2023_1.jpg","CR-V EX 2023","1.5-liter Turbo Inline-4 Gas",190,179,"CVT","front",5,4,3398,182.1,73,66.1,"Petrol",28,34,"SUV",6.6,3.8,4.1,6,2.4,8.4,4.6,7.9,5.9,8.4,4.9,0
"Honda",26570,"https://www.ccarprice.com/products/Honda_HR-V_EX-L_AWD_2022.jpg","HR-V EX-L 2022","1.8-liter Inline-4 Gas",141,127,"CVT","front",5,4,2974,170.4,69.8,63.2,"Petrol",28,34,"SUV",6.2,3,5.4,4.6,2.2,8.7,4.8,7.8,5.7,8.4,4.9,0
"Honda",25070,"https://www.ccarprice.com/products/Honda_HR-V_EX-L_2022.jpg","HR-V EX-L 2022","1.8L Inline-4 Gas",141,127,"CVT","front",5,4,2959,170.4,69.8,63.2,"Petrol",28,34,"SUV",6.2,3,5.4,4.6,2.2,8.8,4.8,7.8,5.7,8.4,4.9,0
"Honda",23650,"https://www.ccarprice.com/products/Honda_HR-V_2023_1.jpg","HR-V 2023","2.0L Inline-4 Gas",158,138,"CVT","front",5,4,NA,179.8,72.4,63.4,"Petrol",26,32,"SUV",5.9,2.3,4.1,4.5,2,8.9,4.6,5.7,5.8,7.4,4.6,0
"Honda",26890,"https://www.ccarprice.com/products/Honda_HR-V_LX_Sport_2023.jpg","HR-V Sport 2023","2.0L Inline-4 Gas",158,138,"CVT","front",5,4,NA,179.8,72.4,63.8,"Petrol",26,32,"SUV",5.9,2.3,4.1,4.6,2,8.7,4.6,5.7,5.8,7.4,4.6,0
"Honda",25320,"https://www.ccarprice.com/products/Honda_HR-V_Sport_AWD_2022.jpg","HR-V Sport AWD 2022","1.8L Inline-4 Gas",141,127,"CVT","all",5,4,3096,170.9,70.5,63.2,"Petrol",26,31,"SUV",5.9,2.8,6.9,4.3,3.6,8.8,4.7,7.6,5.7,8.2,4.5,0
"Honda",44310,"https://www.ccarprice.com/products/Honda_Pilot_TrailSport_2022.jpg","Pilot TrailSport 2022","3.5L V6 Gas",280,262,"Automatic","all",8,5,4251,196.5,78.6,71.2,"Petrol",19,25,"SUV",8.8,5.3,5.6,7.3,5.3,7.8,3.8,8.1,7.2,8.8,3.5,0
"Honda",23650,"https://www.ccarprice.com/products/Honda_HR-V_LX_2023_1.jpg","HR-V LX 2023","2.0L Inline-4 Gas",158,138,"CVT","front",5,4,NA,179.8,72.4,63.4,"Petrol",26,32,"SUV",5.9,2.3,4.1,4.5,2,8.9,4.6,5.7,5.8,7.4,4.6,0
"Honda",34640,"https://www.ccarprice.com/products/Honda-Accord-Hybrid-EXL-2023.jpg","Accord Hybrid EX-L 2023","2.0L Inline-4 Hybrid",143,129,"CVT","front",5,4,3388,196.1,73.3,57.1,"Hybrid",48,48,"Sedan",5.9,2.8,3.6,5.2,2.7,8.3,6.4,9.6,5.5,9.9,7.5,0
"Honda",33860,"https://www.ccarprice.com/products/Honda_Accord_Sport_2.0T_2023_1.jpg","Accord Sport 2.0T 2023","2.0L Turbo Inline-4 Gas",252,273,"Automatic","front",5,4,3380,196.1,73.3,57.1,"Petrol",22,32,"Sedan",5.9,5.7,2.2,5.2,3.1,8.4,5.1,9.2,5.5,9,4.2,0
"Honda",33260,"https://www.ccarprice.com/products/Honda_Accord_Sport_2.0T_2022.jpg","Accord Sport 2.0T 2022","2.0L Turbo Inline-4 Gas",252,273,"Automatic","front",5,4,3380,196.1,73.3,57.1,"Petrol",22,32,"Sedan",5.9,5.7,2.2,5.2,3.1,8.4,5.1,9.2,5.5,9,4.2,0
"BMW",308090,"https://www.ccarprice.com/products/BMW_M8_Coupe_Competition_2023.jpg","M8 Coupe Competition 2023","petrol engine",NA,NA,"Automatic","all",4,2,4295,191.2,74.9,53,"Petrol",15,21,"",7.5,0.4,3.8,6.3,3.9,0,2.9,6.5,2.3,5.3,2.9,0
"BMW",102900,"https://www.ccarprice.com/products/BMW_M6_2022.jpg","M6 2022","Twin Turbo Premium Unleaded V-8 4.4 L",560,503,"Automatic","rear",4,2,4211,196,84,55,"Petrol",22,33,"Coupe",6.2,9.4,5.4,5.4,9.2,4.9,5,9,2.6,7.5,4.3,0
"BMW",105990,"https://www.ccarprice.com/products/BMW_M6_2023_1.jpg","M6 2023","Twin Turbo Premium Unleaded V-8 4.4 L",560,503,"Automatic","rear",4,2,4211,196,84,55,"Petrol",22,33,"Coupe",6.2,9.4,5.4,5.4,9.2,4.7,5,9,2.6,7.5,4.3,0
"BMW",57100,"https://www.ccarprice.com/products/BMW_530i_xDrive_Sedan_2023.jpg","530i xDrive 2023","2.0-liter Turbo Inline-4 Gas",248,258,"Automatic","all",5,4,3878,195.8,73.5,58.2,"Petrol",23,32,"Sedan",5.6,5.2,3.7,5.2,3.9,7.2,5.1,9.7,5.5,9.3,4.3,0
"BMW",56400,"https://www.ccarprice.com/products/BMW_530e_Plug_In_Hybrid_2023_2.jpg","530e Plug-In Hybrid 2023","2.0L Turbo Inline-4 Hybrid",288,310,"Automatic","rear",5,4,4222,195.8,73.5,58.4,"Hybrid",NA,NA,"Sedan",6.6,6,4.9,5.5,4.5,7.2,4,7.4,5.5,7.7,0,0
"BMW",52800,"https://www.ccarprice.com/products/BMW_Z4_Roadster_2023_1.jpg","Z4 Roadster 2023","2.0L Turbo Inline-4 Gas",255,295,"Automatic","rear",2,2,3287,170.7,73.4,51.4,"Petrol",25,32,"Convertible",6.6,6.1,4.1,5.3,6,7.4,5.6,8.2,1.5,7,4.5,0
"BMW",185000,"https://www.ccarprice.com/products/BMW_XM_Label_Red_2023.jpg","XM Label Red 2023","twin-turbo V8 plug-in hybrid (PHEV)",735,NA,"Automatic","all",5,4,NA,NA,NA,NA,"Electric",70,0,"SUV",7.8,3.8,5.6,3.7,4,0.800000000000001,4.8,1.9,4.2,4.9,5,0
"BMW",134100,"https://www.ccarprice.com/products/BMW_M8_Competition_Coupe_2023.jpg","M8 Competition Coupe 2023","4.4-liter Twin-Turbo V8 Gas",617,553,"Automatic","all",4,2,4295,191.2,74.9,53,"Petrol",15,21,"Coupe",6.9,9.8,4.5,6.3,6.6,3.3,4.9,8.5,2.3,7.1,2.9,0
"BMW",58250,"https://www.ccarprice.com/products/BMW_M440i_Coupe_2024.jpg","M440i Coupe 2024","3.0L Turbo Inline-6 Gas",382,369,"Automatic","rear",4,2,3858,188,72.9,54.8,"Petrol",24,32,"Coupe",5.9,7.7,4.5,5.7,7.4,7.1,5.3,8.5,2.3,7.4,4.4,0
"BMW",47400,"https://www.ccarprice.com/products/BMW_430i_Coupe_2023.jpg","430i Coupe 2023","2.0L Turbo Inline-4 Gas",255,295,"Automatic","rear",4,2,3578,187.9,72.9,54.6,"Petrol",25,34,"Coupe",5.3,6,5.6,5.2,5.8,7.7,5.4,8.6,2.2,7.4,4.7,0
"BMW",46400,"https://www.ccarprice.com/products/BMW_2_Series_M235i_xDrive_Gran_Coupe_2023.jpg","2 Series M235i xDrive Gran Coupe 2023","2.0L Turbo Inline-4 Gas",301,332,"Automatic","all",5,4,2605,178.5,70.9,55.9,"Unknown",24,33,"Sedan",6.2,7.9,3.7,5.1,4.7,7.7,5.4,6.2,5.2,7.7,4.5,0
"BMW",145000,"https://www.ccarprice.com/products/BMW_Alpina_XB7_xDrive_2023_1.jpg","ALPINA XB7 xDrive 2023","4.4-liter Twin-Turbo V8 Gas",630,590,"Automatic","all",7,5,5860,203.3,78.7,70.7,"Petrol",NA,NA,"SUV",5.6,8.6,5.6,6.1,7,2.8,2.9,6.9,7,7.7,0,0
"BMW",77790,"https://www.ccarprice.com/products/BMW_M550i_Xdrive_2022.jpg","M550i Xdrive 2022","4.4L Twin-Turbo V8 Gas",523,553,"Automatic","all",5,4,4275,195.8,73.5,58.4,"Petrol",17,25,"Sedan",5.9,9.1,4.9,5.2,7.6,6.2,4.8,9.4,5.5,9,3.3,0
"BMW",89000,"https://www.ccarprice.com/products/BMW_X4_2022.jpg","X4 xDrive30i 2022","2.0-liter Turbo Inline-4 Gas",248,258,"Automatic","all",5,4,4178,187.6,75.5,63.8,"Petrol",21,28,"SUV",6.2,5.1,7.3,6.4,3.8,5.6,4.3,8.1,5.9,8.4,3.9,0
"BMW",170500,"https://www.ccarprice.com/products/BMW_M3_CS_Sedan_2022.jpg","M3 CS 2022","3.0L Twin-Turbo Inline-6 Gas",540,479,"Automatic","rear",5,4,3890,189.1,74.3,56.4,"Petrol",16,23,"Hatchback",6.6,9.6,7.6,6.1,7.5,1.5,6.2,6.9,3.5,7.5,3.1,0
"BMW",37400,"https://www.ccarprice.com/products/BMW_2_Series_230i_Coupe_2023.jpg","2 Series 230i 2023","2.0L Turbo Inline-4 Gas",255,295,"Automatic","rear",4,2,3519,179,72.4,54.8,"Petrol",26,35,"Coupe",5.6,6,4.5,4.9,5.4,8.2,5.5,8.3,2.2,7.3,4.8,0
"BMW",63700,"https://www.ccarprice.com/products/BMW_X5_Hybrid_2022.jpg","X5 Hybrid 2022","3.0L Turbo Inline-6 Hybrid",389,443,"Automatic","all",5,4,5672,194.3,78.9,68.7,"Hybrid",21,26,"SUV",7.5,7.1,6.8,6.9,5.2,6.9,4,8.1,6.3,8.4,3.7,0
"BMW",67950,"https://www.ccarprice.com/products/BMW_X6_2022.jpg","X6 xDrive40i 2022","3.0L Turbo Inline-6 Gas",335,330,"Automatic","all",5,4,4784,194.8,78.9,66.3,"Petrol",21,25,"SUV",7.2,6.3,7.1,6.7,5.2,6.7,4.1,8.1,6.2,8.4,3.6,0
"BMW",36600,"https://www.ccarprice.com/products/BMW_2_Series_228i_Gran_Coupe_2023.jpg","2 Series 228i Gran Coupe 2023","2.0L Turbo Inline-4 Gas",228,258,"Automatic","front",5,4,3393,178.5,70.9,55.9,"Petrol",24,34,"Sedan",5.6,5.3,3.4,4.5,3,8.2,5.4,9.2,5.2,9,4.6,0
"BMW",43990,"https://www.ccarprice.com/products/BMW_M240i_Coupe_2022.jpg","M240i Coupe 2022","3.0L Turbo Inline-6 Gas",382,369,"Automatic","rear",4,2,3871,179.4,72.4,55.3,"Petrol",23,32,"Coupe",9.7,7.7,5.7,6.5,7.4,7.9,5.3,8.2,2.2,7.1,4.3,0
"BMW",34650,"https://www.ccarprice.com/products/BMW_2_Series_Gran_Coupe_2022.jpg","2 Series Gran Coupe 2022","2.0L Turbo Inline-4 Gas",228,258,"Automatic","front",5,4,3393,178.5,70.9,55.9,"Petrol",24,34,"",6.9,5.3,2.3,5.5,1.2,8.3,3.4,6.4,2.4,5.6,4.6,0
"BMW",54290,"https://www.ccarprice.com/products/BMW_4_Series_Convertible_2022.jpg","4 Series Convertible 2022","3.0L Turbo Inline-6 Gas",382,369,"Automatic","rear",4,2,3918,187.9,72.9,54.6,"Petrol",14,19,"Convertible",5.9,7.7,6,5.2,7.4,7.3,4.9,7.9,2.2,6.8,2.6,0
"BMW",148090,"https://www.ccarprice.com/products/BMW_Alpina_B8_Luxury_High_Performance_Gran_Coupe_2022.jpg","Alpina B8 Luxury High Performance Gran Coupe 2022","4.4L Twin-Turbo V8 Gas",612,590,"Automatic","all",5,4,4831,200.4,76.1,56,"Petrol",21,24,"Coupe",7.2,9.2,4.6,6.3,8.7,2.6,5,8.6,2.8,7.5,3.5,0
"BMW",70100,"https://www.ccarprice.com/products/BMW_X6_2023.jpg","X6 xDrive40i 2023","3.0L Turbo Inline-6 Gas",335,330,"Automatic","all",5,4,4784,194.8,78.9,66.3,"Petrol",21,25,"SUV",7.2,6.3,5.6,6.7,5.2,6.5,4.1,8.1,6.2,8.4,3.6,0
